"TeamID","PlateID","EcoplateID","Sample.ID","Read.ID","Plate","Day","DayNumber","Pyruvic.Acid.Methyl.Ester","Tween.40","Tween.80","alpha.Cyclodextrin","Glycogen","D.Cellobiose","alpha.D.Lactose","beta.Methyl.D.Glucoside","D.Xylose","i.Erythritol","D.Mannitol","N.Acetyl.D.Glucosamine","D.Glucosaminic.Acid","Glucose.1.Phosphate","alpha.Glycerol.Phosphate","D.Galactonic.Acid.gamma.Lactone","D.Galacturonic.Acid","X2.Hydroxy.Benzoic.Acid","X4.Hydroxy.Benzoic.Acid","gamma.Hydroxybutyric.Acid","Itaconic.Acid","alpha.Ketobutyric.Acid","D.Malic.Acid","L.Arginine","L.Asparagine","L.Phenylalanine","L.Serine","L.Threonine","Glycyl.L.Glutamic.Acid","Phenylethyl.amine","Putrescine","LichenID","Thallus_location","Infected","Lichen_mass_mg","Frac_extract","Init_vol_ml","Dilution_factor","Plate_vol_ml","Incubation_days","Incubation_temp_C","Num_colonies","Num_morphotypes","Notes","Exclude","Verified"
"W17-2","W17-T44-L1-P2","W17-2-E6","Sample_3","Team-2_Plate-6_Day-11","Plate-6","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T44-L1","internal",TRUE,57,0.8,1,1,0.1,14,22,0,0,"",NA,NA
"W17-2","W17-T7-L1-P1","W17-2-E7","Sample_1","Team-2_Plate-7_Day-11","Plate-7","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,0.028,0.012,NA,0.409,0.017,NA,NA,NA,0.006,0.042,0.117,0.015,0.012,NA,NA,NA,"W17-T7-L1","internal",FALSE,50,0.8,1,1,0.1,14,22,0,0,"",NA,NA
"W17-2","W17-T7-L1-P2","W17-2-E5","Sample_1","Team-2_Plate-5_Day-11","Plate-5","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,0.039,0.01,NA,NA,NA,NA,NA,NA,"W17-T7-L1","internal",TRUE,60,0.8,1,1,0.1,14,22,0,0,"",NA,NA
"W17-3","W17-T10-L1-P1","W17-3-E7","Sample_3","Team-3_Plate-7_Day-11","Plate-7","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA,"W17-T10-L1","internal",FALSE,60,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-3","W17-T10-L1-P2","W17-3-E5","Sample_3","Team-3_Plate-5_Day-11","Plate-5","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T10-L1","internal",TRUE,67,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-3","W17-T18-L1-P1","W17-3-E7","Sample_1","Team-3_Plate-7_Day-11","Plate-7","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,"W17-T18-L1","internal",FALSE,86,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-3","W17-T18-L1-P2","W17-3-E5","Sample_1","Team-3_Plate-5_Day-11","Plate-5","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,0.293,0.118,NA,NA,NA,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA,"W17-T18-L1","internal",TRUE,54,0.8,1,1,0.1,14,22,1,1,"",NA,TRUE
"W17-3","W17-T31-L1-P1","W17-3-E6","Sample_1","Team-3_Plate-6_Day-11","Plate-6","Day-11",11,0.038,NA,NA,NA,NA,NA,NA,0.031,NA,NA,NA,NA,NA,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA,0.05,0.016,NA,NA,NA,NA,NA,NA,"W17-T31-L1","internal",FALSE,48,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-3","W17-T31-L1-P2","W17-3-E8","Sample_1","Team-3_Plate-8_Day-11","Plate-8","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T31-L1","internal",TRUE,49,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-3","W17-T4-L1-P1","W17-3-E1","Sample_1","Team-3_Plate-1_Day-12","Plate-1","Day-12",12,0.076,0.46,0.232,NA,0.316,0.353,0.759,0.709,0.514,0.35,0.462,0.433,NA,NA,NA,NA,NA,NA,0.188,NA,NA,NA,NA,0.173,0.053,NA,0.071,NA,NA,NA,NA,"W17-T4-L1","external",NA,47.8,0.8,1,1,0.1,14,22,2640,6,"",NA,TRUE
"W17-3","W17-T4-L1-P2","W17-3-E2","Sample_1","Team-3_Plate-2_Day-12","Plate-2","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,0,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,0.021,0.085,NA,NA,NA,NA,NA,NA,"W17-T4-L1","internal",NA,47.8,0.8,1,1,0.1,14,22,0,0,"",NA,NA
"W17-3","W17-T4-L2-P1","W17-3-E1","Sample_2","Team-3_Plate-1_Day-12","Plate-1","Day-12",12,0.064,0.524,0.019,0.018,0.326,0.387,0.211,0.324,0.62,0.24,0.382,0.414,NA,NA,NA,0.051,NA,NA,0.074,NA,NA,NA,NA,0.026,NA,NA,0.034,NA,0.015,NA,NA,"W17-T4-L2","external",NA,50.2,0.8,1,1,0.1,14,22,101,6,"",NA,TRUE
"W17-3","W17-T4-L2-P2","W17-3-E2","Sample_2","Team-3_Plate-2_Day-12","Plate-2","Day-12",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T4-L2","internal",NA,50.2,0.8,1,1,0.1,14,22,0,0,"",NA,NA
"W17-3","W17-T4-L3-P1","W17-3-E1","Sample_3","Team-3_Plate-1_Day-12","Plate-1","Day-12",12,0.426,0.678,0.707,NA,1.038,0.968,0.837,0.829,0.811,0.318,0.853,0.678,0.721,NA,NA,0.449,1.52,0.019,0.238,NA,0.073,0.324,1.257,0.304,0.847,0.487,0.303,0.015,NA,NA,NA,"W17-T4-L3","external",NA,7.2,0.8,1,1,0.1,14,22,110,6,"",NA,TRUE
"W17-3","W17-T4-L3-P2","W17-3-E2","Sample_3","Team-3_Plate-2_Day-12","Plate-2","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA,0.059,0.033,0,NA,NA,NA,NA,NA,"W17-T4-L3","internal",NA,7.2,0.8,1,1,0.1,14,22,0,0,"",NA,NA
"W17-3","W17-T4-L4-P1","W17-3-E6","Sample_3","Team-3_Plate-6_Day-11","Plate-6","Day-11",11,0.012,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,"W17-T4-L4","internal",FALSE,56,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-3","W17-T4-L4-P2","W17-3-E8","Sample_3","Team-3_Plate-8_Day-11","Plate-8","Day-11",11,0.803,0.555,0.01,NA,NA,NA,NA,0.069,0.103,NA,1.488,0.165,0.571,NA,NA,1.11,1.641,NA,0.392,NA,NA,NA,0.835,0.573,0.826,0.446,1.068,0.102,0.017,NA,NA,"W17-T4-L4","internal",TRUE,88,0.8,1,1,0.1,14,22,939,NA,"",NA,TRUE
"W17-3","W17-T40-L1-P1","W17-3-E7","Sample_2","Team-3_Plate-7_Day-11","Plate-7","Day-11",11,NA,NA,NA,0.028,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058,0.009,NA,NA,NA,NA,NA,NA,"W17-T40-L1","internal",FALSE,62,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-3","W17-T40-L1-P2","W17-3-E5","Sample_2","Team-3_Plate-5_Day-11","Plate-5","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T40-L1","internal",TRUE,59,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-3","W17-T42-L1-P1","W17-3-E3","Sample_1","Team-3_Plate-3_Day-12","Plate-3","Day-12",12,0.574,0.624,0.236,NA,0.077,0.487,0.477,0.829,0.642,0.546,0.523,0.411,0.234,NA,NA,0.12,0.6,0.134,0.058,0.011,0.11,0.151,0.439,0.254,0.648,0.266,0.959,NA,NA,NA,0.164,"W17-T42-L1","external",NA,53.3,0.8,1,1,0.1,14,22,15,2,"",NA,TRUE
"W17-3","W17-T42-L1-P2","W17-3-E4","Sample_1","Team-3_Plate-4_Day-12","Plate-4","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T42-L1","internal",NA,53.3,0.8,1,1,0.1,14,22,46,1,"",NA,NA
"W17-3","W17-T42-L2-P1","W17-3-E3","Sample_2","Team-3_Plate-3_Day-12","Plate-3","Day-12",12,1.393,0.411,0.459,0.028,0.256,0.387,NA,0.545,0.252,0.482,1.814,0.446,0.149,NA,NA,0.465,0.983,NA,0.442,0.047,NA,NA,0.275,0.045,NA,NA,1.257,NA,NA,NA,NA,"W17-T42-L2","external",NA,14.6,0.8,1,1,0.1,14,22,2,1,"",NA,TRUE
"W17-3","W17-T42-L2-P2","W17-3-E4","Sample_2","Team-3_Plate-4_Day-12","Plate-4","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T42-L2","internal",NA,14.6,0.8,1,1,0.1,14,22,59,1,"",NA,NA
"W17-3","W17-T42-L3-P1","W17-3-E3","Sample_3","Team-3_Plate-3_Day-12","Plate-3","Day-12",12,0.772,0.519,0.649,NA,0.104,0.418,0.141,0.609,0.051,0.17,1.115,0.215,0.365,NA,NA,NA,0.347,0.15,0.207,NA,NA,NA,0.251,0.142,0.133,0.088,0.118,NA,NA,NA,NA,"W17-T42-L3","external",NA,91.9,0.8,1,1,0.1,14,22,132,5,"",NA,TRUE
"W17-3","W17-T42-L3-P2","W17-3-E4","Sample_3","Team-3_Plate-4_Day-12","Plate-4","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,"W17-T42-L3","internal",NA,91.9,0.8,1,1,0.1,14,22,4,1,"",NA,NA
"W17-3","W17-T42-L4-P1","W17-3-E8","Sample_2","Team-3_Plate-8_Day-11","Plate-8","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.105,NA,0.079,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,"W17-T42-L4","internal",FALSE,47,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-3","W17-T42-L4-P2","W17-3-E6","Sample_2","Team-3_Plate-6_Day-11","Plate-6","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T42-L4","internal",TRUE,53,0.8,1,1,0.1,14,22,NA,NA,"",NA,TRUE
"W17-4","W17-T1-L1-P1","W17-4-E1","Sample_1","Team-4_Plate-1_Day-12","Plate-1","Day-12",12,0.26,0.649,0.492,NA,0.043,0.547,0.455,0.398,0.633,0.453,0.857,0.479,0.255,NA,NA,0.019,0.159,0.006,0.082,NA,NA,NA,NA,0.078,0.149,NA,0.268,NA,NA,NA,0.151,"W17-T1-L1","external",NA,6.7,0.8,1,1,0.1,14,22,3,2,"",NA,TRUE
"W17-4","W17-T1-L1-P2","W17-4-E2","Sample_1","Team-4_Plate-2_Day-12","Plate-2","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,0.014,NA,NA,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA,0.025,NA,0.057,NA,NA,NA,NA,"W17-T1-L1","internal",NA,6.7,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-4","W17-T1-L2-P1","W17-4-E1","Sample_2","Team-4_Plate-1_Day-12","Plate-1","Day-12",12,NA,0.399,0.097,NA,0.242,0.223,NA,0.023,0.089,0.632,0.466,0.058,NA,NA,NA,0.072,NA,NA,NA,NA,NA,NA,NA,0.045,0.006,NA,NA,NA,0.164,NA,NA,"W17-T1-L2","external",NA,31.2,0.8,1,1,0.1,14,22,NA,2,"too many colonies to count",NA,TRUE
"W17-4","W17-T1-L2-P2","W17-4-E2","Sample_2","Team-4_Plate-2_Day-12","Plate-2","Day-12",12,0.032,0.005,0.012,NA,NA,NA,NA,NA,0.082,0.035,0.092,0.01,NA,NA,NA,0.106,0.056,0.031,0.046,0.036,0.014,NA,NA,0.101,0.053,0.011,0.002,NA,NA,NA,NA,"W17-T1-L2","internal",NA,31.2,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-4","W17-T1-L3-P1","W17-4-E1","Sample_3","Team-4_Plate-1_Day-12","Plate-1","Day-12",12,0.562,0.393,0.2,NA,0.543,0.484,0.224,0.336,0.707,0.533,0.465,0.694,NA,NA,NA,NA,0.144,NA,0.062,NA,NA,NA,NA,0.357,0.541,NA,0.414,NA,0.015,NA,0.167,"W17-T1-L3","external",NA,15.6,0.8,1,1,0.1,14,22,245,5,"",NA,TRUE
"W17-4","W17-T1-L3-P2","W17-4-E2","Sample_3","Team-4_Plate-2_Day-12","Plate-2","Day-12",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T1-L3","internal",NA,15.6,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-4","W17-T1-L4-P1","W17-4-E5","Sample_1","Team-4_Plate-5_Day-11","Plate-5","Day-11",11,NA,0.119,NA,0.071,NA,0.053,NA,NA,0.158,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17-4","W17-T1-L4-P2","W17-4-E7","Sample_1","Team-4_Plate-7_Day-11","Plate-7","Day-11",11,0.026,NA,NA,NA,NA,0.031,NA,0.058,0.356,0.045,NA,0.004,NA,NA,NA,NA,0.037,0.044,0.045,0.027,NA,NA,NA,0.135,0.11,0.077,0.023,0.023,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17-4","W17-T19-L1-P1","W17-4-E3","Sample_1","Team-4_Plate-3_Day-12","Plate-3","Day-12",12,0.183,0.33,0.829,NA,0.775,0.724,0.715,0.494,0.391,0.491,0.629,0.284,NA,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,0.08,NA,0.201,NA,NA,NA,NA,"W17-T19-L1","external",NA,13,0.8,1,1,0.1,14,22,173,5,"",NA,TRUE
"W17-4","W17-T19-L1-P2","W17-4-E4","Sample_1","Team-4_Plate-4_Day-12","Plate-4","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T19-L1","internal",NA,13,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-4","W17-T19-L2-P1","W17-4-E3","Sample_2","Team-4_Plate-3_Day-12","Plate-3","Day-12",12,0.818,0.648,1.049,0.008,0.66,1.058,0.756,1.043,0.701,0.59,0.744,0.783,0.757,NA,NA,0.217,0.721,0.039,0.472,0.104,NA,0.179,0.274,0.427,0.558,0.155,0.24,0.283,0.005,NA,NA,"W17-T19-L2","external",NA,4.3,0.8,1,1,0.1,14,22,104,5,"",NA,TRUE
"W17-4","W17-T19-L2-P2","W17-4-E4","Sample_2","Team-4_Plate-4_Day-12","Plate-4","Day-12",12,NA,0.111,NA,NA,NA,NA,NA,0.078,NA,NA,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,NA,0.033,NA,NA,NA,NA,NA,NA,NA,"W17-T19-L2","internal",NA,4.3,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-4","W17-T19-L3-P1","W17-4-E3","Sample_3","Team-4_Plate-3_Day-12","Plate-3","Day-12",12,0.718,0.369,0.887,NA,0.364,1.491,0.489,1.066,0.614,1.703,1.439,1.099,0.366,0.645,NA,0.787,0.824,0.034,0.054,NA,NA,NA,0.755,NA,1.126,0.246,0.213,NA,0.018,0.016,NA,"W17-T19-L3","external",NA,4.5,0.8,1,1,0.1,14,22,268,2,"",NA,TRUE
"W17-4","W17-T19-L3-P2","W17-4-E4","Sample_3","Team-4_Plate-4_Day-12","Plate-4","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.246,NA,NA,"W17-T19-L3","internal",NA,4.5,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-4","W17-T19-L4-P1","W17-4-E5","Sample_2","Team-4_Plate-5_Day-11","Plate-5","Day-11",11,0.02,NA,NA,NA,NA,NA,NA,NA,0.031,NA,0.349,NA,NA,NA,NA,0.007,NA,0.03,NA,0,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17-4","W17-T19-L4-P2","W17-4-E7","Sample_2","Team-4_Plate-7_Day-11","Plate-7","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.01,0.154,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17-4","W17-T23-L1-P1","W17-4-E5","Sample_3","Team-4_Plate-5_Day-11","Plate-5","Day-11",11,0.054,0.262,0.624,0.101,0.529,0.463,NA,0.304,0.709,NA,1.31,0.319,NA,NA,NA,NA,0.178,NA,NA,NA,NA,NA,0.185,0.138,0.241,0.149,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17-4","W17-T23-L1-P2","W17-4-E7","Sample_3","Team-4_Plate-7_Day-11","Plate-7","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17-4","W17-T33-L1-P1","W17-4-E6","Sample_1","Team-4_Plate-6_Day-11","Plate-6","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17-4","W17-T33-L1-P2","W17-4-E8","Sample_1","Team-4_Plate-8_Day-11","Plate-8","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.069,0.006,0.053,0.026,0.02,NA,NA,NA,0.084,0.067,0.136,0.059,0.127,NA,NA,NA,0.155,0.087,0.049,0.467,0.384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17-4","W17-T39-L1-P1","W17-4-E6","Sample_2","Team-4_Plate-6_Day-11","Plate-6","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
