"TeamID","PlateID","EcoplateID","Sample.ID","Read.ID","Plate","Day","DayNumber","Pyruvic.Acid.Methyl.Ester","Tween.40","Tween.80","alpha.Cyclodextrin","Glycogen","D.Cellobiose","alpha.D.Lactose","beta.Methyl.D.Glucoside","D.Xylose","i.Erythritol","D.Mannitol","N.Acetyl.D.Glucosamine","D.Glucosaminic.Acid","Glucose.1.Phosphate","alpha.Glycerol.Phosphate","D.Galactonic.Acid.gamma.Lactone","D.Galacturonic.Acid","X2.Hydroxy.Benzoic.Acid","X4.Hydroxy.Benzoic.Acid","gamma.Hydroxybutyric.Acid","Itaconic.Acid","alpha.Ketobutyric.Acid","D.Malic.Acid","L.Arginine","L.Asparagine","L.Phenylalanine","L.Serine","L.Threonine","Glycyl.L.Glutamic.Acid","Phenylethyl.amine","Putrescine","LichenID","Thallus_location","Infected","Lichen_mass_mg","Frac_extract","Init_vol_ml","Dilution_factor","Plate_vol_ml","Incubation_days","Incubation_temp_C","Num_colonies","Num_morphotypes","Notes","Exclude","Verified"
"W17-6","W17-T8-L1-P2","W17-6-E5","Sample_2","Team-6_Plate-5_Day-11","Plate-5","Day-11",11,NA,0.426,0.085,0.113,0.4,NA,NA,0.192,NA,NA,0.206,0,NA,NA,NA,NA,0.007,NA,NA,NA,NA,NA,NA,0.194,0.104,NA,NA,0.055,NA,NA,NA,"W17-T8-L1","internal",FALSE,79.4,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T13-L1-P1","W17-7-E8","Sample_1","Team-7_Plate-8_Day-11","Plate-8","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA,NA,"W17-T13-L1","external",FALSE,0.05207,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T13-L1-P2","W17-7-E6","Sample_1","Team-7_Plate-6_Day-11","Plate-6","Day-11",11,NA,NA,NA,NA,0.928,NA,NA,0.018,NA,NA,NA,NA,NA,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,"W17-T13-L1","internal",TRUE,0.05921,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T17-L1-P1","W17-7-E1","Sample_1","Team-7_Plate-1_Day-12","Plate-1","Day-12",12,NA,0.342,NA,NA,0.15,0.698,NA,0.685,0.586,0.769,0.725,0.186,NA,NA,NA,NA,0.42,0,0.13,NA,NA,NA,NA,NA,0.111,0.336,NA,NA,NA,NA,NA,"W17-T17-L1","external",NA,18,0.8,1,1,0.1,14,22,15,2,"",NA,TRUE
"W17-7","W17-T17-L1-P2","W17-7-E2","Sample_1","Team-7_Plate-2_Day-12","Plate-2","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA,"W17-T17-L1","internal",NA,18,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T17-L2-P1","W17-7-E1","Sample_2","Team-7_Plate-1_Day-12","Plate-1","Day-12",12,0.633,1.471,0.851,0.162,0.075,0.592,0.415,0.521,0.467,0.314,0.883,0.507,0.151,NA,NA,NA,0.376,NA,0.053,NA,NA,NA,0.275,0.194,0.367,NA,0.552,NA,NA,NA,NA,"W17-T17-L2","external",NA,14.1,0.8,1,1,0.1,14,22,4,1,"",NA,TRUE
"W17-7","W17-T17-L2-P2","W17-7-E2","Sample_2","Team-7_Plate-2_Day-12","Plate-2","Day-12",12,NA,NA,0.004,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,0.078,NA,NA,NA,NA,NA,NA,NA,0.063,NA,NA,NA,NA,NA,NA,NA,"W17-T17-L2","internal",NA,14.1,0.8,1,1,0.1,14,22,1,1,"",NA,TRUE
"W17-7","W17-T17-L3-P1","W17-7-E1","Sample_3","Team-7_Plate-1_Day-12","Plate-1","Day-12",12,0.639,0.423,0.518,0.051,0.326,0.76,0.179,0.549,0.493,0.787,0.372,0.295,NA,NA,NA,0.045,NA,NA,0.07,NA,NA,NA,NA,0.147,0.344,NA,0.014,0.036,NA,NA,NA,"W17-T17-L3","external",NA,11.8,0.8,1,1,0.1,14,22,1,1,"",NA,TRUE
"W17-7","W17-T17-L3-P2","W17-7-E2","Sample_3","Team-7_Plate-2_Day-12","Plate-2","Day-12",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,"W17-T17-L3","internal",NA,11.8,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T17-L4-P1","W17-7-E7","Sample_1","Team-7_Plate-7_Day-11","Plate-7","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T17-L4","external",FALSE,0.05019,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T17-L4-P2","W17-7-E5","Sample_1","Team-7_Plate-5_Day-11","Plate-5","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.038,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,"W17-T17-L4","internal",TRUE,0.05272,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T29-L1-P1","W17-7-E8","Sample_2","Team-7_Plate-8_Day-11","Plate-8","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,0.488,NA,NA,NA,NA,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17-7","W17-T29-L1-P2","W17-7-E6","Sample_2","Team-7_Plate-6_Day-11","Plate-6","Day-11",11,NA,0.011,0.003,NA,NA,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA,0.023,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17-7","W17-T32-L1-P1","W17-7-E3","Sample_1","Team-7_Plate-3_Day-12","Plate-3","Day-12",12,NA,0.222,NA,NA,NA,0.09,0.103,0.431,0.506,NA,0.029,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.091,NA,NA,NA,NA,NA,NA,"W17-T32-L1","external",NA,24.5,0.8,1,1,0.1,14,22,3,2,"",NA,TRUE
"W17-7","W17-T32-L1-P2","W17-7-E4","Sample_1","Team-7_Plate-4_Day-12","Plate-4","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.022,NA,NA,NA,NA,NA,NA,NA,0.025,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,"W17-T32-L1","internal",NA,24.5,0.8,1,1,0.1,14,22,8,1,"",NA,TRUE
"W17-7","W17-T32-L2-P1","W17-7-E3","Sample_2","Team-7_Plate-3_Day-12","Plate-3","Day-12",12,NA,0.278,0.306,NA,0.312,NA,0.099,0.392,0.535,0.331,0.323,0.349,0.092,NA,NA,0.035,0.093,NA,0.002,NA,NA,NA,NA,0.09,0.368,NA,0.333,0.198,NA,NA,0.068,"W17-T32-L2","external",NA,36.3,0.8,1,1,0.1,14,22,46,2,"",NA,TRUE
"W17-7","W17-T32-L2-P2","W17-7-E4","Sample_2","Team-7_Plate-4_Day-12","Plate-4","Day-12",12,NA,0.253,NA,0.007,NA,NA,NA,0.076,0.027,NA,0.046,NA,NA,NA,NA,0.065,0.039,0.03,0.034,0.036,NA,NA,NA,0.061,0.039,NA,0.017,NA,NA,NA,NA,"W17-T32-L2","internal",NA,36.3,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T32-L3-P1","W17-7-E3","Sample_3","Team-7_Plate-3_Day-12","Plate-3","Day-12",12,0.178,NA,NA,NA,NA,NA,NA,0.312,NA,NA,0.473,NA,NA,NA,NA,NA,0.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T32-L3","external",NA,24.8,0.8,1,1,0.1,14,22,8,2,"",NA,TRUE
"W17-7","W17-T32-L3-P2","W17-7-E4","Sample_3","Team-7_Plate-4_Day-12","Plate-4","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.039,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA,"W17-T32-L3","internal",NA,24.8,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T32-L4-P1","W17-7-E7","Sample_3","Team-7_Plate-7_Day-11","Plate-7","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,"W17-T32-L4","external",FALSE,0.04976,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T32-L4-P2","W17-7-E5","Sample_3","Team-7_Plate-5_Day-11","Plate-5","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T32-L4","internal",TRUE,0.06421,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T47-L1-P1","W17-7-E8","Sample_3","Team-7_Plate-8_Day-11","Plate-8","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T47-L1","external",FALSE,0.05251,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T47-L1-P2","W17-7-E6","Sample_3","Team-7_Plate-6_Day-11","Plate-6","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,0.011,NA,NA,NA,NA,NA,NA,"W17-T47-L1","internal",FALSE,0.05853,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T9-L1-P1","W17-7-E7","Sample_2","Team-7_Plate-7_Day-11","Plate-7","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T9-L1","external",TRUE,0.04751,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-7","W17-T9-L1-P2","W17-7-E5","Sample_2","Team-7_Plate-5_Day-11","Plate-5","Day-11",11,0.322,0.478,0.081,NA,NA,NA,NA,0.021,NA,NA,0.388,0.305,0.188,NA,NA,0.24,0.26,NA,NA,NA,0.027,NA,0.256,0.04,0.184,0.034,0.018,NA,NA,NA,NA,"W17-T9-L1","internal",FALSE,0.05876,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-8","W17-T14-L1-P1","W17-8-E5","Sample_1","Team-8_Plate-5_Day-11","Plate-5","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,0.069,0.003,NA,NA,NA,NA,0.096,NA,0.007,NA,NA,NA,0.044,0.023,NA,NA,"W17-T14-L1","internal",TRUE,48,0.8,1,1,0.1,14,22,NA,NA,"",NA,TRUE
"W17-8","W17-T14-L1-P2","W17-8-E7","Sample_1","Team-8_Plate-7_Day-11","Plate-7","Day-11",11,0.096,0.372,0.19,NA,NA,NA,NA,0.675,0.668,NA,0.24,NA,NA,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,0.368,NA,0.174,NA,0.01,NA,NA,"W17-T14-L1","internal",FALSE,50,0.8,1,1,0.1,14,22,0,0,"",NA,NA
"W17-8","W17-T30-L1-P1","W17-8-E5","Sample_2","Team-8_Plate-5_Day-11","Plate-5","Day-11",11,0.008,NA,NA,0.064,NA,NA,0.017,0.054,0.167,NA,NA,NA,NA,NA,NA,0.052,NA,0.099,NA,0.106,0.103,NA,NA,NA,0.005,NA,NA,0.247,NA,NA,NA,"W17-T30-L1","internal",TRUE,50,0.8,1,1,0.1,14,22,NA,NA,"",NA,TRUE
"W17-8","W17-T30-L1-P2","W17-8-E7","Sample_2","Team-8_Plate-7_Day-11","Plate-7","Day-11",11,NA,NA,NA,NA,NA,0.341,NA,0.028,0.025,NA,NA,0.089,NA,NA,NA,0.053,0.119,NA,NA,NA,NA,NA,NA,0.037,0.006,NA,NA,NA,NA,NA,NA,"W17-T30-L1","internal",FALSE,55,0.8,1,1,0.1,14,22,0,0,"",NA,NA
"W17-8","W17-T43-L1-P1","W17-8-E5","Sample_3","Team-8_Plate-5_Day-11","Plate-5","Day-11",11,0.067,NA,0.015,NA,0.007,NA,NA,0.104,0.049,NA,NA,NA,NA,NA,NA,0.061,0.115,0.073,NA,0.04,0.028,NA,NA,0.14,0.104,0.093,0.003,0.028,0.019,0.003,NA,"W17-T43-L1","internal",TRUE,48,0.8,1,1,0.1,14,22,NA,NA,"",NA,TRUE
"W17-8","W17-T43-L1-P2","W17-8-E7","Sample_3","Team-8_Plate-7_Day-11","Plate-7","Day-11",11,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T43-L1","internal",FALSE,51,0.8,1,1,0.1,14,22,0,0,"",NA,NA
"W17-8","W17-T48-L1-P2","W17-8-E8","Sample_3","Team-8_Plate-8_Day-11","Plate-8","Day-11",11,0.006,0.145,0.089,NA,NA,NA,NA,0.227,0.167,0.2,0.127,0.095,0.083,0.045,NA,0.239,0.153,0.085,0.069,0.104,0.125,0.082,NA,0.227,0.261,0.173,0.179,0.167,0.194,0.123,0.025,"W17-T48-L1","internal",FALSE,47,0.8,1,1,0.1,14,22,0,0,"",NA,NA
"W17-8","W17-T48_L1-P1","W17-8-E6","Sample_3","Team-8_Plate-6_Day-11","Plate-6","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17-8","W17-T49-L1-P1","W17-8-E3","Sample_1","Team-8_Plate-3_Day-12","Plate-3","Day-12",12,0.319,0.471,0.08,NA,0.245,0.358,0.186,0.073,0.56,0.347,0.596,0.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,0.113,NA,NA,NA,NA,"W17-T49-L1","external",NA,5,0.8,1,1,0.1,14,22,3,2,"",NA,TRUE
"W17-8","W17-T49-L1-P2","W17-8-E4","Sample_1","Team-8_Plate-4_Day-12","Plate-4","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,0.052,NA,NA,NA,NA,NA,NA,NA,0.044,0.013,NA,NA,NA,NA,NA,NA,"W17-T49-L1","internal",NA,5,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-8","W17-T49-L2-P1","W17-8-E3","Sample_2","Team-8_Plate-3_Day-12","Plate-3","Day-12",12,NA,0.067,NA,NA,NA,NA,NA,0.011,NA,NA,NA,NA,NA,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA,"W17-T49-L2","external",NA,5,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-8","W17-T49-L2-P2","W17-8-E4","Sample_2","Team-8_Plate-4_Day-12","Plate-4","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,0.339,NA,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,"W17-T49-L2","internal",NA,5,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-8","W17-T49-L3-P1","W17-8-E3","Sample_3","Team-8_Plate-3_Day-12","Plate-3","Day-12",12,0.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA,"W17-T49-L3","external",NA,4,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-8","W17-T49-L3-P2","W17-8-E4","Sample_3","Team-8_Plate-4_Day-12","Plate-4","Day-12",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T49-L3","internal",NA,4,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-8","W17-T49-L4-P1","W17-8-E6","Sample_2","Team-8_Plate-6_Day-11","Plate-6","Day-11",11,0.142,0.042,0.016,0.034,0.154,NA,NA,0.063,0.08,NA,NA,NA,NA,0.188,NA,0.129,NA,NA,NA,0.033,0.045,0.074,NA,0.178,0.154,0.113,0.019,0.041,0.03,0.002,NA,"W17-T49-L4","internal",TRUE,50,0.8,1,1,0.1,14,22,NA,NA,"",NA,TRUE
"W17-8","W17-T49-L4-P2","W17-8-E8","Sample_2","Team-8_Plate-8_Day-11","Plate-8","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T49-L4","internal",FALSE,50,0.8,1,1,0.1,14,22,0,0,"",NA,NA
"W17-8","W17-T54-L1-P1","W17-8-E1","Sample_1","Team-8_Plate-1_Day-12","Plate-1","Day-12",12,0.824,0.343,NA,NA,NA,NA,NA,NA,NA,0.045,0.217,0.062,NA,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA,0.045,0.006,NA,0.181,0.012,NA,NA,NA,"W17-T54-L1","external",NA,20,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-8","W17-T54-L1-P2","W17-8-E2","Sample_1","Team-8_Plate-2_Day-12","Plate-2","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA,0.022,NA,0.007,NA,NA,NA,NA,NA,0.026,0.051,NA,NA,NA,NA,NA,NA,"W17-T54-L1","internal",NA,20,0.8,1,1,0.1,14,22,1,1,"",NA,TRUE
"W17-8","W17-T54-L2-P1","W17-8-E1","Sample_2","Team-8_Plate-1_Day-12","Plate-1","Day-12",12,1.141,0.933,1.394,NA,NA,0.74,0.21,1.425,0.778,0.232,1.099,1.128,0.721,NA,NA,0.409,0.853,NA,0.129,0.274,0.198,0.103,0.442,0.698,0.558,0.252,0.266,NA,NA,NA,NA,"W17-T54-L2","external",NA,33,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-8","W17-T54-L2-P2","W17-8-E2","Sample_2","Team-8_Plate-2_Day-12","Plate-2","Day-12",12,NA,NA,NA,NA,NA,NA,NA,0.005,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA,NA,NA,NA,0.03,0.005,NA,NA,NA,NA,NA,NA,"W17-T54-L2","internal",NA,33,0.8,1,1,0.1,14,22,25,4,"",NA,TRUE
"W17-8","W17-T54-L3-P1","W17-8-E1","Sample_3","Team-8_Plate-1_Day-12","Plate-1","Day-12",12,0.124,0.275,0.816,NA,NA,0.509,0.478,NA,0.422,0.313,0.587,0.578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.498,NA,NA,NA,NA,NA,"W17-T54-L3","external",NA,90,0.8,1,1,0.1,14,22,0,0,"",NA,TRUE
"W17-8","W17-T54-L3-P2","W17-8-E2","Sample_3","Team-8_Plate-2_Day-12","Plate-2","Day-12",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,"W17-T54-L3","internal",NA,90,0.8,1,1,0.1,14,22,1,1,"",NA,TRUE
"W17-8","W17-T54-L4-P1","W17-8-E6","Sample_1","Team-8_Plate-6_Day-11","Plate-6","Day-11",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W17-T54-L4","internal",TRUE,52,0.8,1,1,0.1,14,22,NA,NA,"",NA,TRUE
"W17-8","W17-T54-L4-P2","W17-8-E8","Sample_1","Team-8_Plate-8_Day-11","Plate-8","Day-11",11,0.977,0.679,0.144,NA,0.105,0.44,NA,0.113,NA,NA,0.282,0.565,0.545,NA,0.181,0.78,0.872,NA,0.309,0.007,NA,0.087,0.447,0.078,0.58,0.171,0.267,NA,NA,NA,NA,"W17-T54-L4","internal",FALSE,52,0.8,1,1,0.1,14,22,0,0,"",NA,NA
